Image name,Condition,Channel Name,Num puncta,Area average,Min intensity average,Max intensity average,Mean intensity average,...,,,,,,,,,,,,,,,,,
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0012-2.tif (RGB),P21-42-V1,red channel puncta,3122,19.69730942,82.65631006,127.9506726,100.3123319,green channel puncta,5873,10.14728418,133.7292695,181.5940746,159.8720714,blue channel puncta,-,-,-,-,-,colocalized puncta,1291,30.26917119,107.0058095,164.8392719,133.4441091
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0012-3.tif (RGB),P21-42-V1,red channel puncta,2768,17.96315029,87.79877168,133.617052,106.2895057,green channel puncta,3810,8.313385827,158.7895013,187.251706,176.4023997,blue channel puncta,-,-,-,-,-,colocalized puncta,695,23.53165468,122.5244604,169.6093525,144.7081748
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0012-4.tif (RGB),P21-42-V1,red channel puncta,3201,21.22086848,84.57013433,130.6504217,102.7613492,green channel puncta,4553,9.114430046,149.4487151,184.0636943,169.9075888,blue channel puncta,-,-,-,-,-,colocalized puncta,999,34.26776777,116.1911912,166.9254254,139.6218406
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0012-5.tif (RGB),P21-42-V1,red channel puncta,2756,19.90529753,95.89150943,141.8407112,114.9137109,green channel puncta,3657,8.45556467,159.9070276,183.9116762,174.9452568,blue channel puncta,-,-,-,-,-,colocalized puncta,708,30.50847458,126.8742938,171.5741525,148.5472965
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0013-1.tif (RGB),P21-42-V1,red channel puncta,3157,26.68451061,75.2347165,117.742477,90.93238339,green channel puncta,5201,9.514131898,144.7335128,181.227264,165.9872283,blue channel puncta,-,-,-,-,-,colocalized puncta,1324,107.5830816,109.0445619,162.978852,132.0554377
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0013-2.tif (RGB),P21-42-V1,red channel puncta,3012,23.24966799,77.39541833,121.1354582,93.74524982,green channel puncta,5187,9.411991517,142.2926547,181.7538076,164.8843089,blue channel puncta,-,-,-,-,-,colocalized puncta,1209,41.10876758,108.9784946,163.6100083,132.7490143
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0013-3.tif (RGB),P21-42-V1,red channel puncta,3214,22.94430616,77.26384568,120.6751711,93.49485977,green channel puncta,3998,8.522761381,155.5425213,185.2286143,173.5471845,blue channel puncta,-,-,-,-,-,colocalized puncta,962,34.98960499,115.4911642,164.258316,136.87615
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0013-4.tif (RGB),P21-42-V1,red channel puncta,2333,18.0407201,92.60994428,136.0694385,110.1055119,green channel puncta,3862,8.529777317,153.2283791,183.9174003,171.5672443,blue channel puncta,-,-,-,-,-,colocalized puncta,667,24.8958021,121.814093,168.8388306,143.9975577
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0013-5.tif (RGB),P21-42-V1,red channel puncta,2268,19.26410935,100.8293651,144.9091711,118.9226052,green channel puncta,4278,9.042776999,145.7522207,180.3772791,165.7042437,blue channel puncta,-,-,-,-,-,colocalized puncta,761,29.2109067,122.1024967,169.8679369,144.8411813
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0014-1.tif (RGB),P21-42-V1,red channel puncta,2566,24.93725643,88.60950896,135.2470772,106.9542315,green channel puncta,4683,9.24556908,164.4339099,180.6696562,175.1558507,blue channel puncta,-,-,-,-,-,colocalized puncta,960,65.765625,125.6395833,169.453125,144.4063132
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0014-2.tif (RGB),P21-42-V1,red channel puncta,2802,24.56923626,79.40185582,123.3001428,95.98651419,green channel puncta,3263,8.050566963,171.6218204,185.8869139,181.1590701,blue channel puncta,-,-,-,-,-,colocalized puncta,734,69.52792916,124.7581744,168.9638965,142.3867815
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0014-3.tif (RGB),P21-42-V1,red channel puncta,2371,20.08561788,86.67524251,130.1421341,103.7785165,green channel puncta,3253,8.300645558,168.4826314,186.3218567,180.2049973,blue channel puncta,-,-,-,-,-,colocalized puncta,586,34.95392491,126.5767918,168.3046075,144.8911161
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0014-4.tif (RGB),P21-42-V1,red channel puncta,2266,19.04368932,92.74801412,136.2974404,110.3106649,green channel puncta,3573,8.382311783,167.3103834,185.6269242,179.2545164,blue channel puncta,-,-,-,-,-,colocalized puncta,599,31.37312187,129.090985,170.8722871,148.5366934
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0014-5.tif (RGB),P21-42-V1,red channel puncta,2287,19.92566681,97.69829471,142.3362484,115.8892919,green channel puncta,4130,9.091283293,159.5765133,182.6460048,174.1141744,blue channel puncta,-,-,-,-,-,colocalized puncta,710,31.26971831,127.5161972,170.7964789,147.7942807
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0015-1.tif (RGB),P21-42-V1,red channel puncta,3259,26.54096349,75.34550476,119.8585456,92.01077035,green channel puncta,4038,9.216691431,169.2206538,183.4784547,178.7824819,blue channel puncta,-,-,-,-,-,colocalized puncta,950,88.28052632,121.6105263,166.3626316,139.6997781
