Image name,Condition,Channel Name,Num puncta,Area average,Min intensity average,Max intensity average,Mean intensity average,...,,,,,,,,,,,,,,,,,
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0012-3.tif (RGB),Vamp2 Inhi,red channel puncta,3203,20.39587886,54.7177646,111.7049641,75.30639865,green channel puncta,3775,17.12397351,42.70728477,105.6911258,64.24740561,blue channel puncta,-,-,-,-,-,colocalized puncta,1301,32.98731745,48.26364335,123.8624135,72.96250487
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0012-4.tif (RGB),Vamp2 Inhi,red channel puncta,2302,14.6424848,67.4105126,124.9826238,89.9925448,green channel puncta,2455,11.66150713,59.19714868,123.3857434,84.17273238,blue channel puncta,-,-,-,-,-,colocalized puncta,587,19.16439523,62.74531516,136.9250426,90.82125083
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0012-5.tif (RGB),Vamp2 Inhi,red channel puncta,2841,17.07743752,56.87328405,111.0996128,77.0747143,green channel puncta,3264,15.02910539,42.8403799,101.171875,63.33691118,blue channel puncta,-,-,-,-,-,colocalized puncta,936,25.20352564,49.35790598,119.3157051,72.9251429
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0013-1.tif (RGB),Vamp2 Inhi,red channel puncta,2849,20.98666199,57.76518077,115.7332397,79.03233347,green channel puncta,3567,19.61900757,58.08102047,129.1143818,84.04345603,blue channel puncta,-,-,-,-,-,colocalized puncta,1311,32.45842868,57.44622426,133.8813883,84.04884282
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0013-2.tif (RGB),Vamp2 Inhi,red channel puncta,2582,17.06312936,57.93725794,113.4465531,78.88196389,green channel puncta,2919,13.60945529,55.60226105,121.7680713,80.40245537,blue channel puncta,-,-,-,-,-,colocalized puncta,787,23.44155019,56.21664549,129.066709,82.34108959
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0013-3.tif (RGB),Vamp2 Inhi,red channel puncta,2841,18.31115804,50.59626892,102.1393875,69.27280979,green channel puncta,3058,12.85513407,49.26357096,107.7413342,70.79114679,blue channel puncta,-,-,-,-,-,colocalized puncta,940,24.58670213,49.425,116.2914894,72.36623659
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0013-4.tif (RGB),Vamp2 Inhi,red channel puncta,2913,18.63165122,48.52694816,98.84414693,66.57469037,green channel puncta,3246,13.44701171,44.02218115,99.20764017,63.98643716,blue channel puncta,-,-,-,-,-,colocalized puncta,1004,25.44521912,45.85408367,108.564741,67.00688337
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0013-5.tif (RGB),Vamp2 Inhi,red channel puncta,2611,17.11183455,50.66258139,98.43738031,68.31408704,green channel puncta,2484,11.69404187,48.46014493,101.4384058,68.36641198,blue channel puncta,-,-,-,-,-,colocalized puncta,669,20.40807175,49.10089686,108.5142003,70.34918728
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0014-1.tif (RGB),Vamp2 Inhi,red channel puncta,2727,21.35900257,55.6149615,112.8588192,76.33404256,green channel puncta,3312,16.57548309,58.21105072,123.9039855,82.10997746,blue channel puncta,-,-,-,-,-,colocalized puncta,1110,29.07837838,56.30540541,129.2567568,81.33884083
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0014-2.tif (RGB),Vamp2 Inhi,red channel puncta,2745,20.5143898,48.49435337,98.86120219,66.40540964,green channel puncta,2958,13.30933063,48.04969574,102.245098,67.92303412,blue channel puncta,-,-,-,-,-,colocalized puncta,888,27.26970721,47.84009009,111.1706081,69.56363223
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0014-3.tif (RGB),Vamp2 Inhi,red channel puncta,2914,22.62834592,42.14241592,90.14172958,58.79537577,green channel puncta,3400,15.10264706,37.31294118,83.26088235,53.118656,blue channel puncta,-,-,-,-,-,colocalized puncta,1186,31.14586847,39.41231029,97.68929174,58.05901506
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0014-4.tif (RGB),Vamp2 Inhi,red channel puncta,2578,19.27501939,47.52598914,96.65554694,64.95395775,green channel puncta,3626,15.59873138,34.15499173,78.5314396,49.27200488,blue channel puncta,-,-,-,-,-,colocalized puncta,1101,28.1435059,40.47456857,98.05903724,59.01090458
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0014-5.tif (RGB),Vamp2 Inhi,red channel puncta,2717,18.94957674,46.4729481,93.39749724,63.33368848,green channel puncta,3247,13.71419772,37.51894056,83.64551894,53.98557369,blue channel puncta,-,-,-,-,-,colocalized puncta,990,24.88282828,41.6020202,97.72676768,60.60655722
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0015-1.tif (RGB),Vamp2 Inhi,red channel puncta,3046,21.13952725,60.70354563,115.6588969,80.91280358,green channel puncta,3116,13.90917843,81.64858793,151.3408216,110.8371973,blue channel puncta,-,-,-,-,-,colocalized puncta,1116,41.67831541,70.44130824,142.8418459,97.35787812
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0015-2.tif (RGB),Vamp2 Inhi,red channel puncta,3076,21.74122237,51.53055917,102.2363459,69.54462877,green channel puncta,3406,13.82384028,56.34615385,115.3728714,78.12424351,blue channel puncta,-,-,-,-,-,colocalized puncta,1237,41.46402587,53.35772029,120.2469685,75.64583586
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0015-3.tif (RGB),Vamp2 Inhi,red channel puncta,3018,19.65838304,51.60139165,101.2501657,69.39262854,green channel puncta,3458,13.88692886,49.14979757,103.1905726,68.75126575,blue channel puncta,-,-,-,-,-,colocalized puncta,1163,37.27171109,49.77987962,113.6590714,70.8355197
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0015-4.tif (RGB),Vamp2 Inhi,red channel puncta,2522,17.129659,55.92664552,104.8306899,73.94012251,green channel puncta,3107,12.54007081,49.24686192,100.0537496,68.020577,blue channel puncta,-,-,-,-,-,colocalized puncta,829,29.1761158,51.9451146,112.9372738,72.50020753
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0015-5.tif (RGB),Vamp2 Inhi,red channel puncta,2593,16.72502892,54.67566525,99.98688777,71.56605684,green channel puncta,2861,11.27263195,49.4061517,97.56483747,67.44108702,blue channel puncta,-,-,-,-,-,colocalized puncta,767,25.98109518,51.48239896,105.9204694,70.4837912
